no2,co,pm10,pm25,AQI(NO2),AQI(CO),AQI(PM10),AQI(PM2.5),AQI(overall),Remarks
55.40903881742858,16.903389556535718,332.77483818787766,154.0451940871429,53,210,189,205,210,Very Unhealthy
33.42767243125161,6.605061623634247,446.8319382852055,216.89563687043844,32,72,325,267,325,Hazardous
17.436877303790904,6.710332613923575,83.87046887381993,47.564881505022,16,73,65,131,131,Unhealthy for Sensitive Groups
33.06069372711685,3.095173596929437,90.52981448872222,49.98728170873917,31,35,69,137,137,Unhealthy for Sensitive Groups
55.32708717192884,16.872657689473314,344.179244464948,153.6354358596442,52,210,195,204,210,Very Unhealthy
105.63232107740814,57.50493673678709,370.2311120482806,159.8073309850463,102,500,223,210,500,Hazardous
94.07812226405724,9.61361685847448,461.79353095004586,251.2274730562572,94,103,342,302,342,Hazardous
37.30998810039146,10.116245537646796,256.3491059736472,63.54994050195729,35,111,152,155,155,Unhealthy
51.43509425882008,15.413160347057527,346.7942543143005,134.1754712941004,49,0,196,192,196,Unhealthy
62.14168827571349,19.42813310339256,375.0194640537733,187.70844137856744,60,227,230,238,238,Very Unhealthy
49.32555862316316,14.622084483686184,322.10936636532153,123.6277931158158,47,187,184,186,187,Unhealthy
76.59749571416388,26.832289880901616,324.23284560131066,140.65831904721293,75,276,185,195,276,Very Unhealthy
49.56882102873095,14.713307885774103,324.2087598415552,124.84410514365472,47,188,185,187,188,Unhealthy
32.79866123041371,6.922488641611458,87.42327774919859,44.201660643735664,31,75,67,122,122,Unhealthy for Sensitive Groups
46.14904667190558,13.430892501964593,298.06352524961403,107.7452333595279,44,167,172,178,178,Unhealthy
53.1732698255835,16.064976184593814,322.2518993929537,142.86634912791752,0,205,184,196,205,Very Unhealthy
34.535652537485234,6.533757749445579,439.58188043564576,226.49518232401243,33,71,317,276,317,Hazardous
63.40630992072662,19.902366220272484,379.60611819499707,194.0315496036331,61,230,236,244,244,Very Unhealthy
42.1533205172043,11.932495193951612,280.0307913741263,87.76660258602149,40,142,163,168,168,Unhealthy
56.84393722135265,17.44147645800724,361.8182403432028,161.21968610676322,54,214,211,212,214,Very Unhealthy
80.43613307074622,42.19201601025824,378.6099182370168,168.23238971955465,79,418,235,219,418,Hazardous
39.464065976392114,10.924024741147043,259.4477173088198,74.32032988196056,37,125,153,161,161,Unhealthy
78.8557590102072,32.05640480544383,361.3139603694732,150.28202402721917,77,317,210,200,317,Hazardous
41.09219135911712,11.53457175966892,275.6354014354898,82.46095679558562,39,135,161,165,165,Unhealthy
27.51651559503195,9.955156745697884,453.10368144210577,237.17219636057013,26,109,332,287,332,Hazardous
44.04074871158272,12.64028076684352,299.0370044557208,97.20374355791358,42,153,173,173,173,Unhealthy
51.52864835291151,15.448243132341815,316.4366534688461,134.64324176455756,49,0,181,192,192,Unhealthy
35.26128214313431,9.347980803675364,248.77705167996825,53.30641071567153,33,99,147,145,147,Unhealthy for Sensitive Groups
112.99212002836724,50.2624640151292,358.23990751884395,163.31232007564603,103,499,206,214,499,Hazardous
43.4462610901678,12.417347908812925,272.6195253280572,94.23130545083896,41,0,160,171,171,Unhealthy
41.49773881915864,11.686652057184489,263.37518344375013,84.48869409579318,39,138,155,166,166,Unhealthy
35.88082106959577,3.8375437646096207,74.96722162105218,33.54454586440597,34,44,61,96,96,Moderate
96.7338607862472,41.59139241933184,308.78480151006954,119.9569620966592,97,412,178,184,412,Hazardous
23.042103853162143,7.957704718981998,106.12630369527186,62.95963020657116,22,86,76,155,155,Unhealthy
27.31091752793692,6.366594072976344,202.27020537847343,13.554587639684598,26,70,124,54,124,Unhealthy for Sensitive Groups
82.52527394947175,9.501030897456957,429.3529036544797,218.8691436297104,81,101,306,269,306,Hazardous
55.33153409539841,17.97147253974934,259.7034212956091,69.77178031799471,52,217,153,158,217,Very Unhealthy
45.15042410260671,13.056409038477517,287.3776262513303,102.75212051303356,43,160,167,175,175,Unhealthy
87.42349191263614,9.188991387631848,431.5592574770533,220.9567875215484,87,98,308,271,308,Hazardous
46.51595629426813,13.56848361035055,330.44163486674955,109.57978147134064,44,169,188,179,188,Unhealthy
87.5936438125812,61.70009133956088,380.0819512481046,168.4329460069154,87,500,237,219,500,Hazardous
67.62553142402004,23.09397142667502,307.3802394721428,110.75177141340014,66,251,177,180,251,Very Unhealthy
51.56160593420556,15.460602225327085,333.3897590948748,134.80802967102778,49,0,190,192,192,Unhealthy
31.90527125818594,8.089476721819727,223.7582635206164,36.5263562909297,30,87,135,104,135,Unhealthy for Sensitive Groups
80.81827097252945,6.793554957820193,397.4505919979533,186.9686389321928,80,74,262,237,262,Very Unhealthy
33.171310033761266,8.564241262660476,241.9630655284376,42.856550168806336,31,92,144,119,144,Unhealthy for Sensitive Groups
50.999957642329214,15.249984115873454,315.7592579335744,131.99978821164606,48,197,181,190,197,Unhealthy
65.81608035974733,22.34003348322805,285.87764422965495,104.72026786582444,64,246,166,176,246,Very Unhealthy
45.12829330410783,13.048109989040436,291.33212913658457,102.64146652053914,43,160,169,175,175,Unhealthy
45.13931399198585,13.052242746994692,288.7644157670416,102.69656995992923,43,160,168,175,175,Unhealthy
36.47402949923531,9.80276106221324,271.7413931031747,59.37014749617653,34,106,159,153,159,Unhealthy
49.78006642859838,14.792524910724394,316.5212260577074,125.90033214299191,47,190,181,187,190,Unhealthy
80.70898525207761,28.545410521699004,335.6220465987833,154.36328417359204,79,288,191,205,288,Very Unhealthy
16.32333294945167,5.135748350116069,62.84366040134369,17.760941261786407,15,57,55,63,63,Moderate
61.62094146811838,19.232853050544392,370.4470459485021,185.10470734059191,59,226,223,235,235,Very Unhealthy
39.75881385002332,11.034555193758743,254.00055066053736,75.79406925011658,38,127,0,161,161,Unhealthy
52.16720869811542,16.653003624214755,237.4321867653413,59.22402899371804,49,209,142,153,209,Very Unhealthy
43.332254315676735,12.374595368378776,272.34796848098875,93.66127157838368,41,150,160,171,171,Unhealthy
43.71267381589604,13.13028075662335,209.1810429871331,31.0422460529868,41,162,128,91,162,Unhealthy
39.32201964043372,9.182516853205223,472.6463269653136,273.8331259058915,37,98,354,320,354,Hazardous
19.63785381912453,8.16258975257198,62.95626001033305,19.2557027107202,19,88,55,66,88,Moderate
46.53811293683246,13.576792351312172,296.8609683927673,109.69056468416233,44,169,172,179,179,Unhealthy
30.645925389136448,9.007320885239944,416.187721797616,178.5290279853808,29,96,289,229,289,Very Unhealthy
60.3986120062828,20.08275500261783,272.0518656497389,86.66204002094265,58,231,159,167,231,Very Unhealthy
26.16278969924907,5.936046137218401,224.92123297557885,7.813948496245359,25,65,136,33,136,Unhealthy for Sensitive Groups
38.24852321927591,10.468196207228466,270.5621678109348,68.24261609637955,36,117,159,158,159,Unhealthy
58.70361181546305,11.425902953865762,268.00368894370945,81.01203938487684,56,134,157,164,164,Unhealthy
45.93252525452269,13.349696970446008,305.3875187086096,106.66262627261344,43,165,176,177,177,Unhealthy
50.13833594882641,14.926875980809903,306.9162040520497,127.69167974413206,47,192,177,188,192,Unhealthy
28.96286664551159,8.741264148208277,67.62881046508306,25.636262394141472,27,93,57,79,93,Moderate
32.582563231406354,9.216011810881836,90.14642583199873,49.8192840800002,31,98,68,136,136,Unhealthy for Sensitive Groups
82.52800407414821,30.83782625900131,469.8492738427643,258.4738029792636,81,304,351,307,351,Hazardous
68.02901027344537,13.75725256836134,299.79916916438737,112.09670091148456,66,172,173,180,180,Unhealthy
36.82413171988539,9.934049394957023,249.2006147377435,61.120658599426974,35,108,148,154,154,Unhealthy
96.33911590531898,41.38086181617012,305.63858974892844,118.9043090808506,96,410,176,184,410,Hazardous
41.88612847301955,11.832298177382327,264.80133521734854,86.43064236509773,40,140,156,167,167,Unhealthy
34.4957353619587,10.752757827624356,410.3544682672327,159.58857611791092,33,122,280,210,280,Very Unhealthy
105.47980631927086,5.762886821658206,383.08653919106587,172.33226452836143,102,64,241,223,241,Very Unhealthy
71.49904196106814,24.70793415044505,307.4940754836757,123.66347320356046,70,262,177,186,262,Very Unhealthy
71.87359555073856,14.718398887684636,308.90333653908823,124.91198516912851,70,188,178,187,188,Unhealthy
44.49642064544854,12.811157742043202,289.68840487072777,99.48210322724267,42,156,168,174,174,Unhealthy
45.16380136262799,13.061425510985496,287.9341427407024,102.81900681313998,43,160,167,175,175,Unhealthy
41.81126368868993,11.804223883258723,267.7937082232083,86.05631844344964,39,140,157,167,167,Unhealthy
22.2258143246422,3.332889373972114,91.77480853021586,48.58674307522976,21,38,69,133,133,Unhealthy for Sensitive Groups
30.44787600987677,8.627385394597884,439.5581305190157,201.09004857546944,29,92,317,251,317,Hazardous
86.7550745520995,54.47112023969248,458.704692687471,247.4838751787217,86,500,338,297,500,Hazardous
18.840812003457103,5.950566132590065,92.77805093471378,57.05980708515981,18,66,70,152,152,Unhealthy
29.47488935013661,7.061144890840472,425.68494094558656,188.5416566211558,28,77,302,239,302,Hazardous
66.2010555907879,13.300263897696976,294.20129058333634,106.00351863595968,64,165,170,177,177,Unhealthy
100.88660864012292,43.80619127473223,316.584735561004,131.03095637366116,0,434,181,190,434,Hazardous
50.97205966382582,16.155024859927423,248.4812988698344,55.24019887941938,48,205,147,150,205,Very Unhealthy
48.16575131444671,14.985729714352797,225.0538463694608,45.88583771482237,45,193,136,127,193,Unhealthy
43.162273284705854,12.310852481764696,277.488257619752,92.81136642352928,41,148,162,170,170,Unhealthy
49.28516375058266,14.6069364064685,305.3806385635293,123.42581875291332,46,187,176,186,187,Unhealthy
26.591917788269456,7.160285161790739,441.3235287756979,192.8584007818249,25,78,319,243,319,Hazardous
80.08816235251176,8.999835165212009,397.3117558446272,186.1626439190472,79,96,262,236,262,Very Unhealthy
60.49350745950046,18.81006529731267,392.95188249074033,179.46753729750228,58,223,255,230,255,Very Unhealthy
25.84926064315153,11.866574114572234,103.71294302881748,62.43835412396369,24,141,75,155,155,Unhealthy
59.43928075414297,19.68303364755957,266.62660604810435,83.46426918047658,57,229,157,165,229,Very Unhealthy
99.43627015567404,8.207436645439063,373.0937409902654,162.1199933256963,99,88,227,213,227,Very Unhealthy
44.77171871060022,12.914394516475085,290.46072185456563,100.8585935530011,42,158,169,174,174,Unhealthy
124.13849158742296,38.87712374883549,330.6360114609116,119.53790743048086,105,385,188,184,385,Hazardous
39.524302390006106,10.94661339625229,253.5780539351604,74.62151195003054,37,125,150,161,161,Unhealthy
50.60397650526531,15.10149118947449,330.9775796931368,130.01988252632654,48,195,189,189,195,Unhealthy
51.43753204155326,15.414074515582474,315.6151572326656,134.18766020776633,49,0,181,192,192,Unhealthy
55.141347469706766,16.803005301140036,331.7742472379212,152.7067373485338,52,210,189,203,210,Very Unhealthy
91.23483256431594,12.106365563975617,439.21791246990506,227.6402596775747,91,145,317,277,317,Hazardous
40.20462944261206,11.201736040979522,259.0812215623368,78.0231472130603,38,130,153,163,163,Unhealthy
46.4031632921802,13.526186234567575,323.8050604600136,109.01581646090104,44,168,185,179,185,Unhealthy
34.595140204342385,7.395519890724594,462.8742001683223,242.44274806221603,33,80,343,292,343,Hazardous
49.53155989423222,14.69933496033708,328.43972659338874,124.65779947116108,47,188,187,187,188,Unhealthy
73.32692887727897,25.469553698866235,326.71822512218154,129.75642959092988,72,267,186,189,267,Very Unhealthy
21.806931441135504,9.408118913126575,103.5937071635434,59.67513878997114,21,0,75,153,153,Unhealthy
14.949586706261844,4.643005812175094,98.8842704618176,62.43262806672077,14,52,73,155,155,Unhealthy
48.1851781209803,14.194441795367611,301.63626799878193,117.92589060490148,45,180,174,183,183,Unhealthy
37.56966334838033,10.213623755642624,274.61883069408987,64.84831674190164,35,113,161,156,161,Unhealthy
41.428364173959615,11.660636565234856,270.5797382452349,84.14182086979808,39,138,159,166,166,Unhealthy
53.979402507405325,16.367275940276997,324.916251843778,146.89701253702663,0,207,186,198,207,Very Unhealthy
44.66185601252165,12.873196004695622,292.4590541681204,100.30928006260828,42,157,170,174,174,Unhealthy
36.79736359385559,9.924011347695846,258.31264733034885,60.98681796927796,35,108,153,154,154,Unhealthy
14.220950005854837,4.146099678667239,74.19278449437753,35.49109813576364,13,47,60,0,60,Moderate
46.587148137419895,13.59518055153246,326.9289452522179,109.93574068709948,44,170,187,179,187,Unhealthy
55.74189065557224,17.028208995839588,338.8566219214965,155.70945327786117,53,211,193,206,211,Very Unhealthy
55.79101639883071,18.1629234995128,257.55470480946667,71.30338799610236,53,219,152,159,219,Very Unhealthy
61.96794852676088,19.362980697535328,368.0544650374792,186.8397426338044,59,227,220,237,237,Very Unhealthy
85.1423248530034,9.10362919368839,416.7041126634156,205.41644229124128,84,97,290,255,290,Very Unhealthy
36.627097109261854,10.76206253917652,93.27698619718068,53.584444026878565,35,122,70,146,146,Unhealthy for Sensitive Groups
43.86131329319136,12.57299248494676,298.5467049758153,96.3065664659568,41,152,173,172,173,Unhealthy
47.28692312579924,13.857596172174716,306.0728628866518,113.4346156289962,45,174,176,181,181,Unhealthy
20.461937294245665,6.916770136677051,102.19353150734824,59.81381031859426,19,75,74,153,153,Unhealthy
98.22645851646658,11.248440852915117,355.40188681526377,144.800987677679,98,131,202,197,202,Very Unhealthy
62.18591361566112,19.444717605872924,366.9345023562188,187.92956807830564,60,227,218,238,238,Very Unhealthy
80.00216605707713,37.75490999697092,433.106730455254,222.2996451763541,79,374,310,272,374,Hazardous
48.77996450674225,14.417486690028344,317.0689360147027,120.89982253371126,46,183,182,185,185,Unhealthy
24.15538595449173,5.183269732934402,176.63444810849936,-2.2230702275413137,23,58,112,0,112,Unhealthy for Sensitive Groups
47.4336078844118,13.912602956654425,295.19198044474405,114.16803942205898,45,175,171,181,181,Unhealthy
64.64646583963889,21.852694099849536,306.75683306745333,100.82155279879628,62,243,177,174,243,Very Unhealthy
93.38896459464335,36.439922178751246,383.3275064152271,172.85747644670715,93,360,242,223,360,Hazardous
32.44482063090713,8.291807736590172,222.3359505883052,39.22410315453565,31,89,134,110,134,Unhealthy for Sensitive Groups
45.26763296161188,13.100362360604455,290.81588871202075,103.3381648080594,43,161,169,176,176,Unhealthy
17.305198456628844,6.874155227384878,77.25513279607458,40.78244046189876,16,75,62,114,114,Unhealthy for Sensitive Groups
41.105854136361714,11.53969530113564,268.69265332138656,82.52927068180855,39,135,158,165,165,Unhealthy
28.793537015108985,6.92257638066587,216.50008302316604,20.96768507554492,27,75,131,70,131,Unhealthy for Sensitive Groups
42.262220075620654,11.973332528357744,280.8475269022388,88.31110037810326,40,143,164,168,168,Unhealthy
38.67150225493012,10.626813345598794,268.47513682285745,70.35751127465059,36,120,158,159,159,Unhealthy
49.37203962886731,14.63951486082524,314.16347666825425,123.86019814433656,47,187,180,186,187,Unhealthy
43.62833655487328,12.48562620807748,279.20886828957475,95.14168277436642,41,0,163,171,171,Unhealthy
30.36518744668353,9.250373903867697,464.93289395573953,264.9394337095542,29,99,345,312,345,Hazardous
29.11826651920053,6.885427615589521,512.0288518591553,356.68058870971834,27,75,398,386,398,Hazardous
43.18748579457653,12.3203071729662,276.71643817710947,92.93742897288269,41,149,162,170,170,Unhealthy
22.61330097613505,6.764785903619647,110.0770009002756,68.44502233625994,21,74,78,158,158,Unhealthy
46.16092694750573,14.150386228127386,225.0790097158663,39.20308982501909,44,179,136,110,179,Unhealthy
70.25874526482558,24.19114386034399,312.1695217407007,119.5291508827519,68,259,179,184,259,Very Unhealthy
37.52156079101839,10.195585296631895,263.3648206776654,64.60780395509195,35,113,155,156,156,Unhealthy
36.26495542611949,9.724358284794809,244.643506140952,58.324777130597454,34,105,145,152,152,Unhealthy
38.41333324243252,10.529999965912191,249.0506974317012,69.06666621216257,36,118,148,158,158,Unhealthy
48.07422044892875,14.15283266834828,297.3685984868186,117.37110224464374,45,179,172,183,183,Unhealthy
46.937219258580086,13.72645722196753,324.0093149219609,111.68609629290042,44,172,185,180,185,Unhealthy
72.90075486595588,14.975188716488969,327.44255903613515,128.33584955318628,71,193,187,189,193,Unhealthy
55.617428064977695,16.981535524366635,356.92813864036947,155.08714032488848,53,211,204,206,211,Very Unhealthy
78.57962486382073,16.39490621595518,341.0200471038117,147.26541621273577,77,207,194,198,207,Very Unhealthy
86.09453228582254,46.575522968938266,380.7999257133948,170.54001450232354,85,462,238,221,462,Hazardous
29.261399486192044,7.098024807322016,219.90440089987555,23.306997430960223,28,77,133,75,133,Unhealthy for Sensitive Groups
107.63320874388462,47.40437799673847,340.5756763891491,149.02188998369235,102,470,193,199,470,Hazardous
66.26959462306905,25.343783798970165,221.349823771836,38.71891899485082,64,266,134,109,266,Very Unhealthy
56.21532233527872,10.803830583819678,258.2381269374625,72.7177411175957,53,123,153,160,160,Unhealthy
57.466359654179584,17.674884870317342,343.50195440080046,164.3317982708979,55,215,195,215,215,Very Unhealthy
76.37913103757663,15.844782759394157,330.75341110865617,139.9304367919221,75,203,188,195,203,Very Unhealthy
47.78628998133455,14.044858743000455,308.2832435852824,115.93144990667274,45,177,177,182,182,Unhealthy
55.8373381140194,18.182224214174752,267.6789489377742,71.457793713398,53,219,157,159,219,Very Unhealthy
42.37311819139108,12.014919321771654,271.3840249760601,88.86559095695539,40,143,159,168,168,Unhealthy
29.23225253207032,7.811149840431643,96.00341913314348,56.03416325387968,28,84,71,151,151,Unhealthy
43.054324172037056,12.270371564513894,273.2875148156817,92.27162086018528,41,148,160,170,170,Unhealthy
57.6488817432688,17.7433306537258,347.3176608503191,165.244408716344,55,216,197,216,216,Very Unhealthy
46.61934229832335,13.607253361871257,296.36288162004354,110.09671149161676,44,170,171,179,179,Unhealthy
27.848265347024046,6.568099505134017,205.5291360555552,16.241326735120225,26,72,126,60,126,Unhealthy for Sensitive Groups
49.67384165498985,14.752690620621191,309.11441383451074,125.36920827494924,47,189,178,187,189,Unhealthy
58.97669774867688,18.24126165575383,375.7833424885122,171.88348874338442,56,219,231,222,231,Very Unhealthy
41.31953140539176,11.619824277021907,274.67188879218764,83.59765702695877,39,137,161,166,166,Unhealthy
39.48536745535942,10.932012795759784,256.96929622722485,74.42683727679713,37,125,152,161,161,Unhealthy
26.338816936559816,6.837294621682931,61.7402846639777,17.17387595765465,25,74,54,62,74,Moderate
42.11227067344736,11.91710150254276,266.6739319539948,87.5613533672368,40,142,157,168,168,Unhealthy
110.53242363994671,32.75668282736448,445.85397368161193,234.75312970652465,103,324,324,284,324,Hazardous
61.6627621085529,19.24853579070734,379.6626713095876,185.3138105427645,59,226,236,236,236,Very Unhealthy
72.87000627339533,25.279169280581392,312.9534797400295,128.23335424465114,71,266,180,189,266,Very Unhealthy
40.95128567046489,11.481732126424337,264.11560193548445,81.75642835232446,39,134,156,165,165,Unhealthy
51.7581950062536,15.5343231273451,314.8536018976364,135.790975031268,49,201,181,192,201,Very Unhealthy
56.27477952148464,17.22804232055674,346.99175203734126,158.3738976074232,53,212,197,209,212,Very Unhealthy
47.66723549270512,14.000213309764424,302.5242840417962,115.33617746352564,45,176,175,182,182,Unhealthy
32.756339847356855,8.238081610615987,422.8487289194538,199.0764294619152,31,88,298,249,298,Very Unhealthy
42.79989222195962,12.174959583234855,269.8177539731016,90.99946110979808,40,146,158,169,169,Unhealthy
57.53600813074189,17.701003049028206,343.6712312967708,164.68004065370943,55,216,195,215,216,Very Unhealthy
46.78943589139354,13.671038459272577,310.36100388086544,110.94717945696767,44,171,178,180,180,Unhealthy
55.439104317806255,10.609776079451564,255.00599410785463,70.13034772602086,53,120,151,159,159,Unhealthy
53.694151716297554,16.260306893611585,335.7598020053342,145.4707585814878,0,206,191,197,206,Very Unhealthy
44.48601011051131,12.807253791441742,288.3285441166479,99.43005055255657,42,156,167,174,174,Unhealthy
56.530186312528926,17.323819867198345,343.4923282489599,159.65093156264462,54,213,195,210,213,Very Unhealthy
47.22385952175138,13.833947320656767,305.41230987870205,113.1192976087569,45,174,176,181,181,Unhealthy
54.892957937143805,16.709859226428925,333.54558488298164,151.464789685719,52,209,190,202,209,Very Unhealthy
33.45116590264188,8.669187213490705,242.26530586042665,44.255829513209406,32,93,144,123,144,Unhealthy for Sensitive Groups
97.0568645335193,47.66655548588092,456.7447382869483,245.96736980625192,97,473,336,296,473,Hazardous
97.43237949917128,5.853185885837675,436.9744309855544,226.4174868471869,97,65,314,276,314,Hazardous
43.9963659199768,12.6236372199913,286.81281102682766,96.981829599884,42,153,167,172,172,Unhealthy
50.80650071278821,15.17743776729558,315.20697207240573,131.03250356394105,48,196,181,190,196,Unhealthy
40.43782189684367,11.289183211316375,269.1201319212725,79.18910948421833,38,131,158,163,163,Unhealthy
78.64875721060295,16.412189302650738,326.14192803242395,147.49585736867652,77,207,186,199,207,Very Unhealthy
38.28682736663314,10.482560262487429,256.7245589181569,68.43413683316571,36,118,152,158,158,Unhealthy
47.695224466514446,14.01070917494292,299.13579394850666,115.47612233257225,45,177,173,182,182,Unhealthy
40.26204497900789,11.22326686712796,270.98441989870537,78.31022489503945,38,130,159,163,163,Unhealthy
111.51252581148717,11.08987017618435,364.9604217768136,153.9640913536521,103,128,215,204,215,Very Unhealthy
47.994472529518845,14.122927198569569,320.0680591675859,116.97236264759424,45,178,183,183,183,Unhealthy
55.47892135546827,16.9295955083006,336.39745094372734,154.39460677734138,53,210,191,205,210,Very Unhealthy
47.47781423308802,13.929180337408006,293.1654793609593,114.38907116544009,45,175,170,181,181,Unhealthy
41.0847016647074,11.531763124265272,305.56067560225193,82.42350832353696,39,135,176,165,176,Unhealthy
43.42129263754139,12.40798473907802,280.6517831645298,94.10646318770696,41,0,164,171,171,Unhealthy
34.68494328717286,9.13185373268982,229.9616570338659,50.42471643586428,33,97,138,138,138,Unhealthy for Sensitive Groups
46.32079641194581,13.495298654479678,306.2919928858007,108.60398205972903,44,168,176,178,178,Unhealthy
66.40493363492797,25.41596460529492,327.6215801638563,117.0798230264746,64,267,187,183,267,Very Unhealthy
47.38372910791456,13.893898415467955,294.28695588833784,113.91864553957276,45,175,170,181,181,Unhealthy
50.20488716884908,14.951832688318406,356.24985387200115,128.02443584424543,47,192,203,188,203,Very Unhealthy
51.98188160555302,15.618205602082384,326.56313273747986,136.9094080277651,49,202,186,193,202,Very Unhealthy
38.8216356538237,10.683113370183886,256.55128834155335,71.1081782691185,37,121,152,159,159,Unhealthy
50.36814243934216,15.01305341475331,306.86324851437564,128.8407121967108,48,193,177,189,193,Unhealthy
34.717505113607274,8.089026551734136,463.4966487775989,259.443308962454,33,87,344,308,344,Hazardous
44.87607982306458,12.953529933649218,285.03809674996984,101.3803991153229,42,159,166,175,175,Unhealthy
84.63762365124757,8.74084779758992,403.916290628049,192.9358072085585,84,93,271,243,271,Very Unhealthy
51.07556897920561,16.198153741335673,276.8929764073861,55.58522993068537,48,206,162,151,206,Very Unhealthy
50.812966578729,15.179862467023373,314.5633333723597,131.06483289364496,48,196,180,190,196,Unhealthy
46.8573533826266,13.696507518484974,295.3131352130547,111.286766913133,44,171,171,180,180,Unhealthy
54.624484075564666,16.609181528336748,352.7207010337564,150.12242037782332,52,208,199,200,208,Very Unhealthy
105.57999426288656,37.98007253090715,393.1904828007529,182.90436811671503,102,376,256,233,376,Hazardous
26.260173298677223,5.972564987003959,189.66664984370053,8.30086649338611,25,66,118,35,118,Unhealthy for Sensitive Groups
58.73294188958541,11.433235472396351,262.5574680349387,81.10980629861803,56,134,155,164,164,Unhealthy
72.24349588614464,25.018123285893605,304.14780568377614,126.14498628714884,70,264,175,187,264,Very Unhealthy
28.86804808091171,5.592248171667167,401.5198107224925,150.5280401447294,27,62,268,201,268,Very Unhealthy
33.832763329860306,8.812286248697614,235.32822632789285,46.16381664930153,32,94,141,127,141,Unhealthy for Sensitive Groups
71.65727425399271,14.66431856349818,302.4749813905429,124.19091417997572,70,188,174,186,188,Unhealthy
39.71337527723883,11.01751572896456,284.5043347593792,75.56687638619415,37,127,166,161,166,Unhealthy
37.15832590342285,10.059372213783568,249.310077814356,62.791629517114245,35,110,148,155,155,Unhealthy
65.3316542231067,24.84354891899024,255.62718018491228,36.21774459495119,63,263,151,103,263,Very Unhealthy
66.5425341947664,22.642722581152672,345.983423192491,107.14178064922136,64,248,196,178,248,Very Unhealthy
66.58180504875374,21.09317689328265,388.5762640992004,209.90902524376867,64,238,249,260,260,Very Unhealthy
17.470735432855545,5.764573770426599,59.98786129694916,18.10160268742804,16,64,53,64,64,Moderate
52.40772903881784,15.77789838955669,331.26766683901207,139.03864519408918,49,203,189,194,203,Very Unhealthy
66.99832864671761,22.83263693613233,291.241222465411,108.66109548905868,65,250,169,178,250,Very Unhealthy
49.91926917873232,14.844725942024615,335.4923611620521,126.59634589366156,47,191,191,188,191,Unhealthy
45.99166724923664,13.37187521846374,299.43395661709826,106.9583362461832,43,166,173,178,178,Unhealthy
33.06330994327534,8.523741228728255,227.59700991366805,42.31654971637672,31,91,137,118,137,Unhealthy for Sensitive Groups
54.40999719840634,10.352499299601586,250.77070254808743,66.69999066135449,51,115,148,157,157,Unhealthy
27.524055595482977,5.523767776346577,87.34088690565427,50.46024158574411,26,61,67,138,138,Unhealthy for Sensitive Groups
46.12164100936996,13.420615378513736,314.54677948088414,107.6082050468498,44,167,180,178,180,Unhealthy
61.11290978687795,19.04234117007924,362.6462387838437,182.56454893438976,59,225,212,233,233,Very Unhealthy
